GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,7102232.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18857114.0,7423650.0,39.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18857114.0,3424680.0,18.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1920435.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,6616954.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,6996320.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,6616954.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,6996320.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,19247971.0,16797822.0,87.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,15955733.0,85.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,14565149.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,19371040.0,3305803.0,17.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,14666350.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,10470224.0,56.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,14607633.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17587465.0,10312673.0,59.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17139622.0,9138855.0,53.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,18315356.0,14349895.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,6762144.0,36.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,14588539.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6616954.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,6996320.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,6616954.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,6996320.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,6634811.0,35.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18707008.0,3329690.0,18.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1884847.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,6540633.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,6924755.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,6540633.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,6924755.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,19019663.0,16511430.0,87.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,15793101.0,86.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,14168923.0,77.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,19137723.0,3057086.0,16.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,13803871.0,75.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,9730465.0,53.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,14010302.0,76.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17238716.0,9530740.0,55.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16726086.0,8367509.0,50.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,18097209.0,14231962.0,79.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,1963367.0,11.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,14212987.0,77.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6540633.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,6924755.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,6540633.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,6924755.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,6543039.0,35.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18458715.0,2190661.0,12.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1854303.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,6495660.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,6885772.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,6495660.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,6885772.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18710930.0,16110343.0,86.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,15624579.0,86.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,14139945.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18826554.0,2887664.0,15.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,13844933.0,76.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,9206508.0,51.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,13792500.0,76.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16881989.0,9103233.0,54.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16322924.0,7989944.0,49.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,17798334.0,13990932.0,79.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,1289891.0,7.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,14107523.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6495660.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,6885772.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,6495660.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,6885772.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,6382430.0,35.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18105761.0,940251.0,5.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1813850.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,6574046.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,6974217.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,6574046.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,6974217.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18792914.0,15592980.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,15032805.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,13553413.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18905497.0,2840826.0,15.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,13052049.0,72.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,8455303.0,46.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,13741669.0,76.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16798119.0,8633729.0,51.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16310881.0,7622634.0,47.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,17527728.0,14534121.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,725919.0,4.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,13602761.0,75.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,6574046.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,6974217.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,6574046.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,6974217.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,6199068.0,34.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18194983.0,35371.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2204144.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18373275.0,14929572.0,81.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,14575665.0,82.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,13082423.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18481389.0,2976256.0,16.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,12694555.0,71.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,8197289.0,46.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,13194258.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16325356.0,8122987.0,50.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15899338.0,7115954.0,45.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,17136027.0,14009560.0,82.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,633133.0,4.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,13094781.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,6101180.0,34.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17776352.0,26565.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2161109.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17939127.0,14762545.0,82.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,14341054.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,12780590.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,18044903.0,3214568.0,18.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,12469932.0,72.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,4308855.0,25.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,12636605.0,73.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15850858.0,6077886.0,38.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15487884.0,5181259.0,33.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,16738946.0,13224628.0,79.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,54476.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,12860239.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,5760558.0,33.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17341616.0,8827.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2111989.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17495575.0,14423985.0,82.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,14019704.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,12419750.0,73.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17600439.0,3140564.0,18.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,12084956.0,72.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,2853668.0,17.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,12341017.0,73.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15459669.0,6192480.0,40.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15232457.0,3706724.0,24.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,16324895.0,12683315.0,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,12587064.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,6201664.0,37.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16899787.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2007.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2067963.0,0.0,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2006.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17040714.0,13955920.0,82.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2006.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16445930.0,13629826.0,83.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2006.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,16445930.0,12142364.0,74.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2006.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,17145496.0,2910882.0,17.0
